col1,col2,col3,col4,col5,col6,class
0.63,0.51,0.56,0.66,0.53,-17,0
0.63,0.46,0.55,0.66,0.5,55,2
0.62,0.48,0.55,0.66,0.49,-114,0
0.63,0.63,0.57,0.66,0.65,236,3
0.63,0.5,0.56,0.67,0.54,92,2
0.62,0.56,0.57,0.68,0.53,191,2
0.63,0.52,0.55,0.66,0.56,-44,0
0.61,0.5,0.55,0.67,0.53,-15,0
0.61,0.5,0.55,0.65,0.52,80,2
0.6,0.5,0.55,0.66,0.52,38,2
0.6,0.51,0.55,0.66,0.53,5,2
0.63,0.51,0.55,0.7,0.5,-299,0
0.67,0.55,0.59,0.83,0.54,557,3
0.65,0.52,0.58,0.75,0.52,95,2
0.6,0.52,0.55,0.65,0.52,-301,0
0.62,0.53,0.56,0.71,0.52,-107,0
0.71,0.53,0.59,0.83,0.53,484,3
0.64,0.53,0.57,0.74,0.52,25,2
0.6,0.52,0.55,0.65,0.51,-327,0
0.65,0.53,0.57,0.76,0.51,235,2
0.72,0.53,0.59,0.79,0.57,367,3
0.62,0.51,0.57,0.69,0.52,-96,0
0.6,0.53,0.57,0.65,0.51,-347,0
0.69,0.55,0.59,0.84,0.51,433,3
0.65,0.51,0.57,0.76,0.52,84,2
0.6,0.54,0.56,0.66,0.53,-254,0
0.64,0.53,0.56,0.73,0.51,244,2
0.69,0.53,0.59,0.78,0.53,124,3
0.6,0.51,0.56,0.67,0.53,-13,0
0.6,0.53,0.55,0.65,0.52,63,2
0.6,0.52,0.54,0.67,0.52,145,2
0.61,0.53,0.56,0.65,0.56,418,2
0.65,0.56,0.56,0.66,0.65,-72,1
0.63,0.51,0.56,0.65,0.58,-188,0
0.61,0.52,0.56,0.65,0.52,310,2
0.65,0.56,0.55,0.66,0.6,150,2
0.64,0.56,0.56,0.67,0.63,-244,1
0.62,0.5,0.55,0.66,0.53,-68,0
0.62,0.51,0.56,0.66,0.51,467,2
0.65,0.58,0.56,0.67,0.64,-53,1
0.62,0.53,0.55,0.65,0.57,-21,0
0.61,0.5,0.55,0.65,0.51,-64,0
0.61,0.51,0.54,0.65,0.47,387,2
0.63,0.57,0.57,0.67,0.64,9,3
0.64,0.55,0.57,0.67,0.63,-202,1
0.63,0.53,0.57,0.68,0.51,50,2
0.62,0.52,0.55,0.66,0.49,52,2
0.62,0.53,0.56,0.66,0.49,48,2
0.63,0.53,0.56,0.68,0.52,27,2
0.64,0.52,0.56,0.68,0.51,97,2
0.63,0.53,0.56,0.67,0.52,-149,0
0.61,0.55,0.55,0.7,0.57,-76,0
0.66,0.6,0.59,0.74,0.66,348,3
0.65,0.54,0.57,0.7,0.61,134,3
0.62,0.51,0.54,0.65,0.55,-215,0
0.62,0.53,0.55,0.68,0.57,-306,0
0.66,0.6,0.59,0.74,0.68,589,3
0.65,0.53,0.56,0.69,0.63,165,3
0.6,0.52,0.55,0.65,0.53,-110,0
0.61,0.51,0.55,0.69,0.52,-731,0
0.65,0.59,0.56,0.71,0.6,499,3
0.65,0.54,0.56,0.75,0.62,377,3
0.62,0.5,0.56,0.64,0.54,-7,0
0.61,0.51,0.55,0.66,0.54,-556,0
0.65,0.55,0.58,0.8,0.61,629,3
0.65,0.54,0.58,0.78,0.63,341,3
0.58,0.51,0.55,0.65,0.55,-149,0
0.61,0.51,0.56,0.65,0.52,43,2
0.64,0.51,0.52,0.71,0.53,-308,0
0.62,0.54,0.58,0.76,0.55,467,3
0.62,0.53,0.58,0.73,0.54,43,2
0.62,0.51,0.56,0.67,0.52,-722,0
0.65,0.54,0.58,0.76,0.53,484,3
0.65,0.53,0.59,0.78,0.55,465,3
0.63,0.52,0.56,0.7,0.52,-210,0
0.63,0.52,0.57,0.7,0.52,-376,0
0.65,0.55,0.6,0.8,0.55,702,3
0.63,0.52,0.59,0.77,0.56,204,3
0.62,0.51,0.57,0.65,0.52,-164,0
0.62,0.51,0.55,0.66,0.52,-360,0
0.66,0.53,0.58,0.81,0.52,377,3
0.65,0.53,0.58,0.79,0.54,357,3
0.63,0.49,0.55,0.65,0.51,-223,0
0.61,0.52,0.55,0.66,0.52,-645,0
0.66,0.55,0.6,0.88,0.52,649,3
0.61,0.53,0.56,0.65,0.52,52,2
0.61,0.52,0.56,0.66,0.52,24,2
0.61,0.53,0.55,0.66,0.52,26,2
0.6,0.53,0.56,0.66,0.53,85,2
0.61,0.51,0.56,0.66,0.52,52,2
0.6,0.53,0.56,0.65,0.52,60,2
0.61,0.52,0.55,0.66,0.53,61,2
0.6,0.54,0.55,0.65,0.52,131,2
0.63,0.57,0.56,0.66,0.57,284,2
0.64,0.61,0.57,0.67,0.61,-69,1
0.63,0.49,0.56,0.66,0.51,16,2
0.62,0.48,0.55,0.66,0.5,-24,0
0.61,0.55,0.54,0.66,0.53,205,2
0.64,0.64,0.58,0.69,0.64,5,3
0.62,0.52,0.56,0.67,0.54,12,2
0.63,0.47,0.55,0.66,0.48,53,2
0.63,0.53,0.56,0.66,0.51,303,2
0.64,0.64,0.58,0.68,0.64,255,3
0.64,0.53,0.56,0.65,0.53,-182,0
0.62,0.46,0.55,0.65,0.49,-204,0
0.62,0.54,0.54,0.66,0.52,361,2
0.64,0.65,0.58,0.69,0.67,51,3
0.64,0.52,0.57,0.67,0.57,-160,0
0.62,0.48,0.55,0.66,0.49,137,2
0.62,0.62,0.57,0.67,0.62,329,3
0.64,0.62,0.57,0.68,0.65,-146,1
0.63,0.47,0.56,0.66,0.51,-132,0
0.62,0.47,0.57,0.66,0.49,93,2
0.64,0.64,0.58,0.68,0.63,341,3
0.64,0.63,0.57,0.68,0.65,-108,1
0.63,0.45,0.55,0.67,0.5,-129,0
0.61,0.47,0.55,0.67,0.5,205,2
0.65,0.66,0.58,0.69,0.66,244,3
0.62,0.56,0.57,0.66,0.6,-126,0
0.63,0.45,0.55,0.66,0.5,-106,0
0.63,0.49,0.55,0.66,0.49,358,2
0.65,0.66,0.57,0.68,0.66,215,3
0.63,0.55,0.56,0.66,0.59,-263,0
0.62,0.45,0.56,0.67,0.5,-232,0
0.63,0.5,0.54,0.67,0.52,226,2
0.63,0.52,0.55,0.68,0.51,15,2
0.64,0.52,0.54,0.66,0.5,42,2
0.64,0.52,0.55,0.65,0.49,-3,0
0.65,0.51,0.55,0.65,0.5,52,2
0.63,0.51,0.54,0.65,0.49,71,2
0.63,0.51,0.54,0.66,0.5,52,2
0.62,0.52,0.54,0.66,0.5,66,2
0.62,0.51,0.55,0.65,0.5,-20,0
0.62,0.52,0.55,0.65,0.5,91,2
0.63,0.53,0.55,0.66,0.51,55,2
0.65,0.52,0.55,0.69,0.49,179,2
0.65,0.52,0.55,0.7,0.5,-634,0
0.7,0.56,0.63,0.79,0.55,490,3
0.74,0.53,0.6,0.76,0.56,327,3
0.61,0.51,0.55,0.69,0.52,-123,0
0.6,0.52,0.55,0.67,0.52,-612,0
0.73,0.56,0.6,0.81,0.55,762,3
0.7,0.53,0.59,0.76,0.56,312,3
0.61,0.52,0.55,0.66,0.51,-203,0
0.62,0.53,0.55,0.68,0.51,-465,0
0.73,0.57,0.61,0.83,0.55,679,3
0.69,0.51,0.57,0.73,0.54,183,2
0.6,0.51,0.55,0.67,0.53,-329,0
0.63,0.52,0.56,0.71,0.51,25,2
0.77,0.56,0.62,0.85,0.57,784,3
0.65,0.51,0.57,0.7,0.53,64,2
0.6,0.51,0.55,0.65,0.53,-178,0
0.6,0.52,0.56,0.66,0.52,-397,0
0.66,0.54,0.6,0.78,0.53,493,3
0.68,0.53,0.59,0.78,0.54,304,3
0.63,0.51,0.55,0.67,0.52,-341,0
0.64,0.51,0.56,0.69,0.51,66,2
0.74,0.56,0.64,0.89,0.56,670,3
0.66,0.52,0.57,0.74,0.53,-84,0
0.62,0.52,0.55,0.65,0.51,-415,0
0.63,0.52,0.57,0.72,0.52,260,2
0.76,0.54,0.64,0.86,0.55,482,3
0.65,0.52,0.57,0.73,0.53,-127,0
0.62,0.52,0.55,0.65,0.51,-329,0
0.64,0.53,0.56,0.75,0.51,328,2
0.61,0.52,0.56,0.65,0.51,53,2
0.57,0.54,0.55,0.66,0.53,53,2
0.6,0.52,0.55,0.65,0.53,53,2
0.6,0.52,0.59,0.65,0.52,53,2
0.6,0.53,0.57,0.65,0.51,51,2
0.61,0.53,0.56,0.64,0.52,56,2
0.59,0.52,0.57,0.66,0.52,52,2
0.6,0.52,0.56,0.65,0.52,53,2
0.6,0.53,0.56,0.65,0.52,51,2
0.6,0.52,0.56,0.65,0.52,102,2
0.61,0.52,0.56,0.65,0.52,31,2
0.62,0.52,0.57,0.65,0.53,79,2
0.6,0.53,0.58,0.64,0.51,54,2
0.61,0.53,0.69,0.64,0.53,199,2
0.61,0.53,0.67,0.64,0.55,-20,0
0.61,0.5,0.57,0.64,0.53,13,2
0.62,0.5,0.56,0.65,0.52,131,2
0.62,0.57,0.73,0.65,0.54,105,3
0.61,0.53,0.66,0.65,0.54,-82,0
0.61,0.48,0.57,0.65,0.52,84,2
0.62,0.52,0.57,0.65,0.52,168,2
0.63,0.56,0.75,0.65,0.54,125,3
0.62,0.52,0.65,0.64,0.53,-125,0
0.61,0.47,0.55,0.63,0.51,145,2
0.61,0.54,0.58,0.65,0.51,416,2
0.63,0.55,0.78,0.64,0.56,85,3
0.62,0.5,0.64,0.65,0.54,-258,0
0.62,0.5,0.55,0.63,0.53,115,2
0.64,0.56,0.65,0.66,0.52,304,2
0.63,0.55,0.76,0.65,0.56,-6,1
0.62,0.51,0.64,0.64,0.54,-72,0
0.6,0.49,0.56,0.64,0.53,36,2
0.63,0.58,0.66,0.66,0.52,436,3
0.65,0.54,0.75,0.64,0.55,-74,1
0.63,0.49,0.61,0.63,0.52,-141,0
0.61,0.49,0.57,0.65,0.53,60,2
0.62,0.53,0.65,0.67,0.52,280,2
0.64,0.55,0.73,0.65,0.55,-51,1
0.62,0.5,0.62,0.65,0.52,-68,0
0.62,0.49,0.56,0.64,0.51,114,2
0.63,0.53,0.56,0.65,0.52,47,2
0.61,0.52,0.56,0.66,0.52,58,2
0.63,0.53,0.57,0.66,0.52,49,2
0.63,0.52,0.56,0.66,0.53,54,2
0.63,0.52,0.56,0.66,0.52,65,2
0.62,0.51,0.57,0.65,0.51,27,2
0.62,0.52,0.57,0.65,0.51,48,2
0.62,0.52,0.57,0.66,0.51,124,2
0.63,0.54,0.63,0.67,0.51,366,2
0.66,0.54,0.75,0.64,0.56,177,3
0.63,0.53,0.64,0.64,0.53,-115,0
0.6,0.5,0.56,0.64,0.51,12,2
0.61,0.53,0.62,0.65,0.51,122,2
0.65,0.55,0.75,0.67,0.56,87,3
0.61,0.53,0.61,0.64,0.53,-59,0
0.61,0.5,0.56,0.65,0.51,-21,0
0.63,0.57,0.65,0.65,0.52,401,2
0.66,0.52,0.7,0.65,0.56,-25,1
0.61,0.51,0.58,0.64,0.52,-87,0
0.62,0.51,0.57,0.65,0.51,-58,0
0.65,0.59,0.71,0.65,0.54,211,3
0.66,0.53,0.69,0.65,0.55,-42,1
0.6,0.5,0.58,0.63,0.52,-1,0
0.6,0.51,0.58,0.65,0.51,-85,0
0.65,0.58,0.69,0.65,0.53,246,3
0.65,0.53,0.67,0.65,0.55,-52,1
0.6,0.5,0.59,0.64,0.53,-60,0
0.61,0.51,0.57,0.66,0.51,17,2
0.61,0.52,0.57,0.65,0.52,78,2
0.62,0.52,0.57,0.65,0.52,277,2
0.65,0.57,0.75,0.66,0.56,169,3
0.63,0.54,0.65,0.65,0.54,-105,0
0.61,0.52,0.58,0.64,0.51,58,2
0.61,0.52,0.59,0.65,0.52,-20,0
0.66,0.56,0.75,0.66,0.55,177,3
0.62,0.54,0.65,0.65,0.54,-55,0
0.59,0.5,0.58,0.64,0.51,8,2
0.6,0.5,0.58,0.65,0.52,59,2
0.61,0.52,0.57,0.65,0.52,44,2
0.61,0.51,0.57,0.65,0.51,26,2
0.62,0.52,0.57,0.65,0.51,55,2
0.61,0.51,0.57,0.66,0.52,54,2
0.62,0.52,0.57,0.66,0.52,54,2
0.62,0.53,0.57,0.67,0.51,51,2
0.6,0.52,0.57,0.66,0.52,52,2
0.61,0.52,0.57,0.65,0.53,51,2
0.62,0.51,0.57,0.66,0.52,58,2
0.62,0.52,0.57,0.66,0.51,162,2
0.62,0.54,0.63,0.65,0.51,246,2
0.67,0.54,0.79,0.65,0.56,3,3
0.65,0.53,0.73,0.65,0.55,-61,1
0.59,0.52,0.63,0.64,0.53,54,2
0.58,0.5,0.56,0.64,0.51,-7,0
0.61,0.51,0.57,0.65,0.53,72,2
0.61,0.52,0.57,0.65,0.51,-21,0
0.62,0.55,0.65,0.66,0.51,227,2
0.68,0.53,0.75,0.65,0.56,55,3
0.68,0.53,0.76,0.66,0.55,155,3
0.62,0.53,0.63,0.65,0.53,-35,0
0.6,0.5,0.58,0.65,0.51,-72,0
0.61,0.5,0.58,0.65,0.51,54,2
0.62,0.51,0.57,0.65,0.51,85,2
0.62,0.52,0.57,0.65,0.51,42,2
0.62,0.51,0.57,0.65,0.51,-97,0
0.63,0.57,0.67,0.65,0.53,349,3
0.65,0.52,0.67,0.65,0.55,-31,0
0.6,0.52,0.6,0.64,0.51,22,2
0.61,0.51,0.57,0.65,0.5,6,2
0.62,0.54,0.64,0.66,0.51,245,2
0.68,0.54,0.74,0.65,0.57,140,3
0.63,0.53,0.64,0.65,0.53,0,2
0.61,0.5,0.57,0.65,0.51,28,2
0.64,0.53,0.62,0.66,0.52,242,2
0.67,0.54,0.72,0.65,0.55,81,3
0.62,0.52,0.62,0.65,0.53,-59,0
0.61,0.5,0.58,0.64,0.51,86,2
0.63,0.54,0.62,0.65,0.51,124,2
0.69,0.53,0.76,0.67,0.56,187,3
0.63,0.52,0.65,0.65,0.53,-131,0
0.61,0.5,0.59,0.64,0.52,-39,0
0.64,0.53,0.57,0.65,0.51,50,2
0.57,0.54,0.56,0.66,0.52,50,2
0.62,0.53,0.57,0.66,0.51,50,2
0.62,0.52,0.57,0.65,0.52,57,2
0.62,0.53,0.56,0.66,0.5,53,2
0.62,0.52,0.55,0.67,0.5,54,2
0.6,0.54,0.56,0.66,0.51,51,2
0.62,0.52,0.57,0.66,0.51,50,2
0.62,0.53,0.59,0.66,0.51,96,2
0.63,0.55,0.65,0.66,0.52,310,2
0.66,0.55,0.77,0.65,0.55,7,3
0.62,0.54,0.65,0.65,0.53,-117,0
0.6,0.51,0.58,0.65,0.51,57,2
0.61,0.51,0.58,0.65,0.52,90,2
0.62,0.52,0.58,0.66,0.52,0,2
0.62,0.52,0.58,0.66,0.52,-125,0
0.64,0.58,0.7,0.66,0.52,292,3
0.64,0.53,0.67,0.65,0.54,-24,0
0.59,0.51,0.59,0.64,0.52,-25,0
0.59,0.53,0.58,0.65,0.52,70,2
0.62,0.52,0.57,0.66,0.52,38,2
0.62,0.5,0.6,0.65,0.51,165,2
0.65,0.55,0.7,0.68,0.55,69,3
0.62,0.54,0.63,0.66,0.52,-56,0
0.61,0.51,0.57,0.65,0.52,65,2
0.62,0.52,0.59,0.65,0.5,-51,0
0.65,0.56,0.73,0.66,0.54,261,3
0.64,0.53,0.65,0.65,0.54,-107,0
0.59,0.51,0.58,0.64,0.52,-119,0
0.61,0.51,0.58,0.65,0.5,68,2
0.61,0.5,0.57,0.65,0.51,80,2
0.63,0.52,0.57,0.66,0.51,15,2
0.61,0.52,0.59,0.65,0.52,-334,0
0.65,0.52,0.59,0.69,0.51,225,2
0.7,0.52,0.6,0.77,0.55,369,3
0.65,0.51,0.57,0.71,0.53,77,2
0.63,0.51,0.57,0.67,0.53,-46,0
0.63,0.53,0.57,0.69,0.53,-198,0
0.68,0.54,0.62,0.79,0.56,377,3
0.65,0.52,0.59,0.73,0.54,132,2
0.63,0.53,0.58,0.65,0.48,53,2
0.63,0.53,0.52,0.65,0.5,51,2
0.62,0.52,0.56,0.65,0.5,51,2
0.62,0.52,0.57,0.65,0.5,54,2
0.61,0.52,0.56,0.65,0.5,55,2
0.62,0.53,0.56,0.65,0.48,36,2
0.62,0.52,0.55,0.66,0.52,80,2
0.63,0.52,0.57,0.67,0.51,42,2
0.63,0.53,0.56,0.67,0.51,54,2
0.63,0.52,0.58,0.66,0.51,48,2
0.65,0.53,0.58,0.67,0.52,-667,0
0.64,0.54,0.57,0.76,0.52,265,2
0.68,0.54,0.59,0.8,0.56,429,3
0.63,0.51,0.57,0.72,0.54,43,2
0.62,0.52,0.58,0.7,0.51,-14,0
0.65,0.52,0.58,0.73,0.52,193,2
0.68,0.53,0.59,0.8,0.55,449,3
0.62,0.51,0.58,0.71,0.53,101,2
0.63,0.51,0.56,0.67,0.53,-52,0
0.63,0.52,0.56,0.68,0.51,95,2
0.63,0.53,0.57,0.66,0.5,36,2
0.62,0.52,0.58,0.65,0.52,65,2
0.63,0.53,0.57,0.66,0.52,26,2
0.64,0.54,0.65,0.65,0.53,285,2
0.65,0.55,0.67,0.65,0.54,133,3
0.64,0.52,0.58,0.65,0.51,-38,0
0.62,0.51,0.56,0.65,0.5,73,2
0.63,0.53,0.56,0.63,0.52,131,2
0.66,0.56,0.73,0.65,0.55,123,3
0.65,0.55,0.64,0.65,0.54,-56,0
0.61,0.5,0.56,0.64,0.51,46,2
0.63,0.51,0.56,0.65,0.51,-111,0
0.65,0.57,0.68,0.65,0.53,384,3
0.66,0.54,0.68,0.65,0.54,-58,1
0.63,0.5,0.58,0.65,0.51,-118,0
0.62,0.51,0.57,0.65,0.51,1,2
0.63,0.51,0.56,0.66,0.5,62,2
0.63,0.51,0.57,0.66,0.51,45,2
0.62,0.52,0.57,0.66,0.52,58,2
0.63,0.52,0.57,0.66,0.5,122,2
0.64,0.53,0.57,0.67,0.53,49,2
0.64,0.52,0.56,0.66,0.51,53,2
0.62,0.52,0.57,0.66,0.52,51,2
0.62,0.53,0.56,0.66,0.51,51,2
0.63,0.53,0.61,0.65,0.51,50,2
0.63,0.53,0.56,0.66,0.51,58,2
0.63,0.53,0.56,0.65,0.52,64,2
0.63,0.53,0.57,0.65,0.53,32,2
0.63,0.52,0.57,0.66,0.53,42,2
0.63,0.53,0.57,0.68,0.53,42,2
0.63,0.52,0.56,0.67,0.54,46,2
0.63,0.55,0.57,0.67,0.53,-58,0
0.65,0.55,0.57,0.69,0.56,-91,0
0.66,0.57,0.59,0.73,0.66,-76,1
0.69,0.59,0.6,0.76,0.71,142,3
0.66,0.59,0.62,0.76,0.72,328,3
0.65,0.51,0.58,0.7,0.63,46,3
0.61,0.48,0.57,0.66,0.54,-48,0
0.63,0.51,0.57,0.66,0.51,49,2
0.63,0.51,0.57,0.67,0.51,65,2
0.63,0.52,0.57,0.67,0.5,54,2
0.63,0.52,0.57,0.66,0.5,62,2
0.62,0.52,0.57,0.66,0.5,-56,0
0.63,0.53,0.57,0.68,0.53,-423,0
0.66,0.6,0.58,0.74,0.65,51,3
0.68,0.64,0.61,0.76,0.72,234,3
0.68,0.59,0.58,0.75,0.69,362,3
0.64,0.5,0.57,0.68,0.6,10,2
0.62,0.5,0.57,0.66,0.52,39,2
0.63,0.51,0.57,0.67,0.51,29,2
0.62,0.51,0.57,0.69,0.52,42,2
0.64,0.51,0.57,0.68,0.52,-677,0
0.64,0.52,0.59,0.74,0.53,-495,0
0.7,0.54,0.61,0.8,0.56,-9,1
0.77,0.54,0.61,0.86,0.57,143,3
0.77,0.54,0.61,0.84,0.58,580,3
0.68,0.51,0.58,0.76,0.55,348,3
0.62,0.52,0.56,0.67,0.5,-6,0
0.61,0.52,0.57,0.66,0.51,-16,0
0.61,0.51,0.58,0.66,0.52,71,2
0.62,0.53,0.57,0.67,0.53,51,2
0.61,0.53,0.58,0.66,0.51,52,2
0.61,0.53,0.58,0.66,0.51,53,2
0.61,0.54,0.57,0.66,0.52,49,2
0.62,0.53,0.58,0.66,0.47,50,2
0.62,0.53,0.54,0.67,0.52,-1,0
0.62,0.54,0.58,0.67,0.51,99,2
0.62,0.53,0.59,0.67,0.53,53,2
0.63,0.52,0.58,0.66,0.52,145,2
0.62,0.52,0.58,0.65,0.51,116,2
0.63,0.55,0.7,0.66,0.54,302,3
0.63,0.53,0.65,0.65,0.52,9,2
0.61,0.49,0.55,0.64,0.51,-26,0
0.62,0.51,0.55,0.64,0.5,-35,0
0.63,0.52,0.62,0.66,0.52,226,2
0.65,0.53,0.7,0.66,0.54,97,3
0.63,0.51,0.6,0.65,0.51,-13,0
0.62,0.51,0.56,0.64,0.5,39,2
0.62,0.51,0.56,0.66,0.53,-86,0
0.64,0.56,0.67,0.65,0.53,182,3
0.63,0.53,0.65,0.66,0.54,69,2
0.61,0.5,0.58,0.65,0.51,91,2
0.62,0.5,0.56,0.63,0.51,-58,0
0.63,0.51,0.64,0.65,0.51,229,2
0.65,0.53,0.67,0.65,0.55,91,3
0.62,0.51,0.6,0.65,0.52,-40,0
0.61,0.5,0.57,0.64,0.49,86,2
0.62,0.5,0.59,0.67,0.52,200,2
0.66,0.54,0.7,0.66,0.54,216,3
0.63,0.53,0.63,0.65,0.53,-98,0
0.61,0.5,0.57,0.64,0.5,23,2
0.62,0.52,0.56,0.64,0.52,-42,0
0.65,0.54,0.65,0.65,0.51,296,2
0.65,0.54,0.68,0.65,0.54,-14,1
0.62,0.52,0.61,0.65,0.52,-7,0
0.61,0.5,0.57,0.65,0.49,13,2
0.62,0.52,0.59,0.66,0.5,289,2
0.66,0.55,0.67,0.66,0.54,148,3
0.63,0.52,0.62,0.65,0.53,-64,0
0.6,0.49,0.57,0.63,0.51,-53,0
0.62,0.52,0.56,0.69,0.53,-597,0
0.66,0.53,0.59,0.73,0.53,300,2
0.73,0.52,0.61,0.71,0.58,517,3
0.66,0.52,0.57,0.71,0.52,-18,0
0.63,0.52,0.57,0.68,0.52,5,2
0.62,0.53,0.58,0.68,0.46,74,2
0.62,0.53,0.58,0.68,0.52,-231,0
0.65,0.52,0.57,0.69,0.52,-45,0
0.69,0.52,0.6,0.71,0.53,395,3
0.66,0.52,0.57,0.7,0.52,149,2
0.63,0.53,0.57,0.65,0.54,29,2
0.63,0.53,0.58,0.66,0.51,-43,0
0.63,0.53,0.57,0.67,0.51,63,2
0.62,0.52,0.57,0.67,0.53,53,2
0.6,0.52,0.57,0.66,0.51,63,2
0.61,0.53,0.56,0.66,0.52,44,2
0.62,0.53,0.57,0.66,0.52,-24,0
0.65,0.52,0.57,0.67,0.51,3,2
0.7,0.53,0.64,0.68,0.52,323,3
0.66,0.52,0.55,0.66,0.52,-99,0
0.63,0.51,0.53,0.65,0.52,37,2
0.62,0.52,0.57,0.66,0.52,-271,0
0.67,0.53,0.65,0.66,0.51,331,2
0.69,0.52,0.64,0.66,0.53,7,2
0.64,0.52,0.55,0.65,0.51,33,2
0.62,0.52,0.55,0.65,0.52,14,2
0.63,0.53,0.58,0.66,0.52,-140,0
0.65,0.55,0.63,0.66,0.49,349,2
0.69,0.53,0.69,0.67,0.54,100,3
0.65,0.51,0.61,0.65,0.52,-62,0
0.63,0.51,0.57,0.65,0.52,74,2
0.65,0.53,0.62,0.67,0.49,289,2
0.75,0.55,0.72,0.67,0.56,49,3
0.68,0.52,0.65,0.65,0.53,-151,0
0.63,0.51,0.58,0.65,0.52,42,2
0.65,0.51,0.59,0.67,0.52,22,2
0.74,0.55,0.74,0.7,0.56,110,3
0.72,0.54,0.67,0.65,0.55,-60,1
0.65,0.51,0.6,0.64,0.51,19,2
0.63,0.52,0.56,0.66,0.53,64,2
0.64,0.53,0.56,0.67,0.52,64,2
0.63,0.53,0.57,0.66,0.52,37,2
0.63,0.51,0.58,0.66,0.51,26,2
0.63,0.52,0.58,0.66,0.53,95,2
0.63,0.52,0.58,0.67,0.52,62,2
0.64,0.51,0.6,0.66,0.52,-44,0
0.72,0.55,0.7,0.68,0.53,230,3
0.72,0.52,0.67,0.65,0.54,23,3
0.64,0.52,0.59,0.65,0.52,-255,0
0.63,0.53,0.57,0.65,0.52,10,2
0.7,0.54,0.67,0.67,0.52,241,3
0.77,0.54,0.68,0.65,0.58,-7,1
0.65,0.51,0.6,0.65,0.51,-38,0
0.63,0.52,0.58,0.66,0.52,110,2
0.69,0.54,0.66,0.67,0.5,164,3
0.79,0.55,0.69,0.66,0.55,-7,1
0.65,0.51,0.61,0.65,0.51,-61,0
0.63,0.51,0.58,0.65,0.52,148,2
0.65,0.52,0.62,0.66,0.52,166,2
0.78,0.56,0.7,0.67,0.53,115,3
0.65,0.49,0.61,0.64,0.5,-126,0
0.63,0.51,0.57,0.65,0.51,-14,0
0.63,0.51,0.55,0.65,0.53,59,2
0.63,0.52,0.58,0.65,0.53,43,2
0.62,0.52,0.57,0.69,0.54,26,2
0.66,0.52,0.58,0.72,0.55,143,2
0.66,0.54,0.59,0.78,0.61,48,3
0.65,0.52,0.58,0.72,0.56,26,2
0.64,0.52,0.57,0.65,0.54,-109,0
0.66,0.53,0.58,0.73,0.57,97,3
0.69,0.55,0.61,0.82,0.65,155,3
0.65,0.52,0.57,0.74,0.58,-79,1
0.64,0.52,0.57,0.66,0.53,-128,0
0.65,0.52,0.58,0.7,0.54,402,2
0.7,0.57,0.61,0.84,0.66,70,3
0.66,0.51,0.58,0.71,0.58,-48,0
0.64,0.52,0.58,0.65,0.54,41,2
0.64,0.51,0.58,0.66,0.52,61,2
0.64,0.5,0.58,0.65,0.52,43,2
0.64,0.51,0.57,0.66,0.52,48,2
0.64,0.53,0.6,0.67,0.5,36,2
0.64,0.52,0.59,0.65,0.51,54,2
0.64,0.51,0.58,0.65,0.49,39,2
0.65,0.51,0.6,0.65,0.49,112,2
0.64,0.51,0.61,0.65,0.49,60,2
0.65,0.53,0.65,0.66,0.5,235,2
0.7,0.53,0.65,0.65,0.53,52,3
0.62,0.5,0.56,0.64,0.51,-60,0
0.61,0.53,0.56,0.65,0.51,172,2
0.65,0.52,0.63,0.68,0.51,237,2
0.73,0.56,0.68,0.66,0.53,14,3
0.62,0.51,0.58,0.65,0.51,-96,0
0.63,0.51,0.56,0.65,0.52,207,2
0.64,0.52,0.61,0.65,0.51,149,2
0.73,0.56,0.71,0.67,0.52,59,3
0.65,0.5,0.61,0.65,0.52,-74,0
0.61,0.51,0.57,0.65,0.52,4,2
0.62,0.52,0.57,0.65,0.53,39,2
0.63,0.52,0.57,0.65,0.52,50,2
0.62,0.52,0.57,0.66,0.52,47,2
0.64,0.52,0.65,0.66,0.51,228,2
0.75,0.56,0.73,0.67,0.53,97,3
0.64,0.51,0.63,0.65,0.52,-63,0
0.62,0.51,0.57,0.65,0.52,26,2
0.62,0.52,0.57,0.66,0.51,85,2
0.72,0.56,0.73,0.66,0.52,243,3
0.68,0.53,0.66,0.66,0.54,-109,1
0.61,0.5,0.59,0.65,0.53,-79,0
0.63,0.51,0.57,0.65,0.52,35,2
0.63,0.53,0.58,0.66,0.52,54,2
0.64,0.51,0.56,0.66,0.53,50,2
0.62,0.51,0.56,0.65,0.52,53,2
0.62,0.51,0.56,0.65,0.52,50,2
0.63,0.52,0.57,0.66,0.53,49,2
0.63,0.52,0.56,0.66,0.53,49,2
0.63,0.53,0.57,0.65,0.52,52,2
0.63,0.51,0.57,0.66,0.52,51,2
0.63,0.51,0.57,0.66,0.51,54,2
0.62,0.52,0.56,0.65,0.51,51,2
0.63,0.53,0.55,0.65,0.53,51,2
0.64,0.53,0.59,0.67,0.53,135,2
0.65,0.52,0.56,0.65,0.51,41,2
0.64,0.51,0.59,0.65,0.51,24,2
0.65,0.55,0.68,0.65,0.52,292,3
0.68,0.55,0.7,0.65,0.52,11,3
0.62,0.5,0.61,0.63,0.51,-86,0
0.62,0.5,0.56,0.64,0.52,117,2
0.65,0.53,0.62,0.65,0.51,208,2
0.69,0.56,0.69,0.65,0.52,14,3
0.61,0.51,0.62,0.65,0.53,-93,0
